id,public_id,name,SMILES,InDomain
4516,FDB004515,Hexenoic acid,CCCC=CC(O)=O,TRUE
4523,FDB004522,Kaempferol 3-O-rhamnodiglucoside,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC[C@H]3O[C@@H](OC4=C(OC5=C(C(O)=CC(O)=C5)C4=O)C4=CC=C(O)C=C4)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,TRUE
4524,FDB004523,Kaempferol 3-rhamno-glucoside,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=C(C(O)=CC(O)=C4)C3=O)C3=CC=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,TRUE
4525,FDB004524,Kaempferol 3-triglucoside,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](OC[C@H]3O[C@@H](OC4=C(OC5=C(C(O)=CC(O)=C5)C4=O)C4=CC=C(O)C=C4)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,TRUE
4537,FDB004536,Loliolide,C[C@@]12C[C@@H](O)CC(C)(C)C1=CC(=O)O2,TRUE
4540,FDB004539,N-1-Dotriacontanol,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO,TRUE
4559,FDB004558,p-Ethylacetophenone,CCC1=CC=C(C=C1)C(C)=O,TRUE
4561,FDB004560,Pent-cis-2-en-1-ol,CC\C=C/CO,TRUE
4574,FDB004573,Pyrrol-2-methylketone,CC(=O)C1=CC=CN1,TRUE
4577,FDB004576,Quercetin 3-O-rhamnodiglucoside,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC[C@H]3O[C@@H](OC4=C(OC5=C(C(O)=CC(O)=C5)C4=O)C4=CC(O)=C(O)C=C4)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,TRUE
4597,FDB004596,Undeca-trans-2-en-1-al,CCCCCCCC\C=C\C=O,TRUE
4604,FDB004603,Rutinose,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,TRUE
4615,FDB004614,3beta-Lanostenol,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@]1([H])CC3,TRUE
4616,FDB004615,24-Methyl-lanost-9(11)-en-3-beta-ol,[H][C@@]12CCC3C(=CC[C@]4(C)[C@H](CC[C@@]34C)[C@H](C)CCC(C)=C(C)C)[C@@]1(C)CC[C@H](O)C2(C)C,TRUE
4623,FDB004622,31-nor-Lanost-8-en-3beta-ol,[H][C@@]12CC[C@H]([C@H](C)CCC=C(C)C)[C@@]1(C)CCC1=C2CC[C@@]2([H])C(C)[C@@H](O)CC[C@]12C,TRUE
4625,FDB004624,31-nor-Lanosterol,[H][C@@]12CCC3=C(CC[C@]4(C)[C@H](CC[C@@]34C)[C@H](C)CCC=C(C)C)[C@@]1(C)CC[C@H](O)C2C,TRUE
4627,FDB004626,"4alpha,14alpha,24-Trimethyl-cholesta-8(24)-dien-3beta-ol",C[C@H](CCC(C)=C(C)C)C1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@H](C)C1CC3,TRUE
4652,FDB004651,Carnaubic acid,CCCCCCCCCCCCCCCCCCCCCCCC(O)=O,TRUE
4677,FDB004676,Heptadecanoic acid,CCCCCCCCCCCCCCCCC(O)=O,TRUE
4684,FDB004683,Obtusifoliol,CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@H](C)[C@@H]1CC3,TRUE
4742,FDB004741,(Z)-3-Hexenylbenzoate,[H]\C(CC)=C(\[H])CCOC(=O)C1=CC=CC=C1,TRUE
4751,FDB004750,2-Hydroxyarctiin,COC1=CC=C(CC2COC(=O)C2(O)CC2=CC=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C(OC)=C2)C=C1OC,TRUE
4785,FDB004784,D-Perillaldehyde,[H][C@]1(CCC(C=O)=CC1)C(C)=C,TRUE
4790,FDB004789,Hexadecenic acid,CCCCCCCCCCCCC\C=C\C(O)=O,TRUE
4797,FDB004796,Neodihydrocarveol,C[C@@H]1CC[C@H](C[C@@H]1O)C(C)=C,TRUE
4798,FDB004797,Neoisodihydrocarveol,C[C@H]1CC[C@H](C[C@H]1O)C(C)=C,TRUE
4884,FDB004883,trans-2-Methoxycinnamaldehyde,COC1=CC=CC=C1\C=C\C=O,TRUE
4902,FDB004901,Proanthocyanidins,[H][C@@]1(O)CC2=C(OC1([H])C1=CC(O)=C(OC)C(O)=C1)C(=C(O)C=C2O)[C@@]1([H])C2=C(O)C=C(O)C=C2O[C@]([H])(C2=CC=C(O)C=C2)[C@]1([H])O,TRUE
4903,FDB004902,Sesquiterpenes,C[C@@H]1[C@@H]2CC[C@]3(C)C=CC(=O)C(C)=C3[C@@H]2OC1=O,TRUE
4941,FDB004940,L-(-)-Phenylalanine,N[C@@H](CC1=CC=CC=C1)C(O)=O,TRUE
4980,FDB004979,Oxypeucedanin hydrate,CC(C)(O)[C@H](O)COC1=C2C=COC2=CC2=C1C=CC(=O)O2,TRUE
5038,FDB005037,Isoeriocitrin,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=CC(O)=C3C(=O)C[C@H](OC3=C2)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,TRUE
5042,FDB005041,Isorhamnetin 3-arabino-glucoside,COC1=C(O)C=CC(=C1)C1=C(O[C@@H]2O[C@H](CO)[C@@H](OC3OC[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)C(=O)C2=C(O)C=C(O)C=C2O1,TRUE
5050,FDB005049,Linonin,CC1(C)O[C@H]2CC(=O)OC[C@@]22[C@H]1CC(=O)[C@]1(C)[C@@H]2CC[C@@]2(C)[C@@H](OC(=O)[C@H]3O[C@@]123)C1=COC=C1,TRUE
5051,FDB005050,Methylheptanone,CCCCCC(=O)CC,TRUE
5056,FDB005055,Neohesperidoside,[H][C@@]1(C)O[C@@]([H])(O[C@@]2([H])[C@]([H])(O)O[C@]([H])(CO)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O,TRUE
5117,FDB005116,Galactan,COC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(OC)C(O)C3O)C(O)C2O)C(O)C1O,TRUE
5118,FDB005117,Glucosan,OC1C2COC(O2)C(O)C1O,TRUE
5124,FDB005123,Lochnocarpol A,CC(C)=CCC1=C(O)C2=C(OC(CC2=O)C2=CC=C(O)C=C2)C(CC=C(C)C)=C1O,TRUE
5160,FDB005159,Arabinogalactose,[H][C@]1(O)CO[C@]([H])(O[C@]2([H])[C@@]([H])(O)C([H])(O)O[C@]([H])(CO)[C@]2([H])O)[C@]([H])(O)[C@@]1([H])O,TRUE
5173,FDB005172,Galactomannan,OC[C@H]1O[C@H](OC[C@H]2O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,TRUE
5182,FDB005181,3-O-Methylkaempferol,COC1=C(OC2=C(C(O)=CC(O)=C2)C1=O)C1=CC=C(O)C=C1,TRUE
5198,FDB005197,Ethyl pentadecanoate,CCCCCCCCCCCCCCC(=O)OCC,TRUE
5207,FDB005206,Triacontanol,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO,TRUE
5208,FDB005207,1-Tricosanol,CCCCCCCCCCCCCCCCCCCCCCCO,TRUE
5217,FDB005216,Lignoceryl alcohol,CCCCCCCCCCCCCCCCCCCCCCCCO,TRUE
5221,FDB005220,Quercetin 3-O-glucosyl-galactoside,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=C(C(O)=CC(O)=C4)C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,TRUE
5250,FDB005249,Crocose,[H][C@@](O)(CO)C(=O)[C@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,TRUE
5264,FDB005263,24-Methylene-24-dihydroparkeol,CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)[C@@H](O)CC[C@]4(C)C3=CC[C@]12C,TRUE
5278,FDB005277,"24epsilon-Ethyl-31-norlanosta-8,25(27)-dien-3beta-ol",[H][C@@]12CCC3=C(CC[C@]4(C)[C@H](CC[C@@]34C)[C@H](C)CCC(CC)C(C)=C)[C@@]1(C)CC[C@H](O)[C@H]2C,TRUE
5282,FDB005281,24-Methylene-24-dihydrolanosterol,[H][C@@]12CCC3=C(CC[C@]4(C)[C@H](CC[C@@]34C)[C@H](C)CCC(=C)C(C)C)[C@@]1(C)CC[C@H](O)C2(C)C,TRUE
5285,FDB005284,Cucurbitacin A,CC(=O)OC(C)(C)\C=C\C(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(CO)C(=O)CC12C,TRUE
5403,FDB005402,Ceryl palmitate,CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC,TRUE
5404,FDB005403,Creatine,CN(CC(O)=O)C(N)=N,TRUE
5417,FDB005416,Guanidine,NC(N)=N,TRUE
5434,FDB005433,Docosenoic acid,CCCCCCCCCCCCCCCCCCCC=CC(O)=O,TRUE
5439,FDB005438,Heptadecenoic acid,CCCCCCCCCCCCCCC=CC(O)=O,TRUE
5444,FDB005443,Pentadecenoic acid,CCCCCCCCCCCCC=CC(O)=O,TRUE
5474,FDB005473,Esterase,Br.COC(=O)C1=CCCN(C)C1,TRUE
5494,FDB005493,Psoberan,O=C1OC2=CC3=C(C=CO3)C=C2C=C1.COC1=C2C=CC(=O)OC2=CC2=C1C=CO2,TRUE
5517,FDB005516,"trans-1,8-Terpin",CC(C)(O)C1CCC(C)(O)CC1,TRUE
5567,FDB005566,Galactopinitol,CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]1O,TRUE
5572,FDB005571,Glutamyltyrosine,N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,TRUE
5583,FDB005582,Isoflavones,O=C1C(=COC2=CC=CC=C12)C1=CC=CC=C1,TRUE
5608,FDB005607,"Octadeca-2,9-dienoic acid",CCCCCCCCC=CCCCCCC=CC(O)=O,TRUE
5615,FDB005614,Quercetin 3-O-beta-D-2-glucosyl-rutinoside,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=C(C(O)=CC(O)=C4)C3=O)C3=CC(O)=C(O)C=C3)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,TRUE
5617,FDB005616,Sequoyitol,CO[C@@H]1[C@@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H]1O,TRUE
5628,FDB005627,Soyasaponin A-c,CC1OC(OC2C(O)C(O)C(CO)OC2OC2C(O)C(O)C(OC2OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)C(O)C(OC6OCC(O)C(OC7OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C7OC(C)=O)C6O)C5(C)CCC43C)C2(C)CO)C(O)=O)C(O)C(O)C1O,TRUE
5629,FDB005628,Soyasaponin A-d,CC(=O)OCC1OC(OC2C(O)COC(OC3C(O)C(C)(C)CC4C5=CCC6C7(C)CCC(OC8OC(C(O)C(O)C8OC8OCC(O)C(O)C8OC8OC(CO)C(O)C(O)C8O)C(O)=O)C(C)(CO)C7CCC6(C)C5(C)CCC34C)C2O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,TRUE
5666,FDB005665,Verbacose,OCC1OC(CO)(OC2OC(COC3OC(COC4OC(COC5OC(CO)C(O)C(O)C5O)C(O)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,TRUE
5667,FDB005666,Verbascose,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO[C@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,TRUE
5750,FDB005749,Isorhamnetin 3-beta-D-glucoside,COC1=C(O)C=CC(=C1)C1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(=O)C2=C(O)C=C(O)C=C2O1,TRUE
5760,FDB005759,alpha-Allocryptopine,COC1=C(OC)C2=C(CC(=O)C3=C(CCN(C)C2)C=C2OCOC2=C3)C=C1,TRUE
5797,FDB005796,Satiomem,CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,TRUE
5831,FDB005830,Behnic acid,CCCCCCCCCCCCCCCCCCCCCC(O)=O,TRUE
5847,FDB005846,Sakuranin,COC1=CC(OC2OC(CO)C(O)C(O)C2O)=C2C(=O)CC(OC2=C1)C1=CC=C(O)C=C1,TRUE
5848,FDB005847,Tetradecenoic acid,CCCCCCCCCCCC=CC(O)=O,TRUE
5871,FDB005870,Artecanin,C[C@@]12O[C@@H]1[C@@H]1O[C@]11[C@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC[C@@]1(C)O,TRUE
5872,FDB005871,Artemorin,C\C1=C/[C@H]2OC(=O)C(=C)[C@@H]2CCC(=C)[C@H](O)CC1,TRUE
5885,FDB005884,Kaempferol 3-O-alpha-L-galactoside,OC[C@@H]1O[C@@H](OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC=C(O)C=C2)[C@@H](O)[C@H](O)[C@@H]1O,TRUE
5892,FDB005891,Parthenolide,C\C1=C/CC[C@@]2(C)O[C@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1,TRUE
5898,FDB005897,Santamarin,CC1=CC[C@@H](O)[C@]2(C)CC[C@@H]3[C@H](OC(=O)C3=C)[C@@H]12,TRUE
5903,FDB005902,Verlotorin,C\C1=C/C2OC(=O)C(=C)C2CCC(=C)C(CC1)OO,TRUE
5905,FDB005904,Zaluzanin D,CC(=O)O[C@H]1C[C@H]2[C@@H]([C@H]3OC(=O)C(=C)[C@@H]3CCC2=C)C1=C,TRUE
5941,FDB005940,Cyanidin 3-glucosyl-rutinoside,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC[C@H]3O[C@@H](OC4=CC5=C(C=C(O)C=C5O)[O+]=C4C4=CC(O)=C(O)C=C4)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,TRUE
5943,FDB005942,Cyanidin 3-triglucoside,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](OC[C@H]3O[C@@H](OC4=CC5=C(C=C(O)C=C5O)[O+]=C4C4=CC(O)=C(O)C=C4)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,TRUE
5945,FDB005944,D-Xylopyranose,O[C@@H]1COC(O)[C@H](O)[C@H]1O,TRUE
5953,FDB005952,Heteroside,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6OC6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(O)=O,TRUE
5960,FDB005959,Mannuronic acid,[H][C@@](O)(C=O)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)C(O)=O,TRUE
5966,FDB005965,Pentoses,OCC(O)C(O)C(O)C=O,TRUE
6018,FDB006017,Neric acid,CC(C)=CCC\C(C)=C/C(O)=O,TRUE
6020,FDB006019,Rhamnocitrin,COC1=CC(O)=C2C(=O)C(O)=C(OC2=C1)C1=CC=C(O)C=C1,TRUE
6021,FDB006020,trans-Rose oxide,CC1CCOC(C1)C=C(C)C,TRUE
6022,FDB006021,(+)-Neomenthyl acetate,CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1OC(C)=O,TRUE
6034,FDB006033,Melissic acid,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(O)=O,TRUE
6042,FDB006041,(+)-Menthyl acetate,CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC(C)=O,TRUE
6052,FDB006051,Acacetin 7-glucoside,[H][C@]1(CO)O[C@@]([H])(OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(OC)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,TRUE
6132,FDB006131,trans-Jasmone,CC\C=C\CC1=C(C)CCC1=O,TRUE
6138,FDB006137,2-Methylbut-2-en-1-al,[H]\C(C)=C(\C)C=O,TRUE
6168,FDB006167,Gardenin D,COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O)C(OC)=C(OC)C(OC)=C2O1,TRUE
6171,FDB006170,Isomenthol acetate,CC(C)[C@@H]1CC[C@H](C)C[C@H]1OC(C)=O,TRUE
6177,FDB006176,Neoisomenthol acetate,CC(C)[C@H]1CC[C@@H](C)C[C@H]1OC(C)=O,TRUE
6200,FDB006199,Cucurbitacin K,CC(C)(O)C(O)CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(=O)C(=O)C4(C)C)C3(C)C(=O)CC12C.CC(C)(O)C(O)CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(C=C(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,TRUE
6218,FDB006217,Momordin B,[H][C@@]12CC(C)(C)CC[C@@]1(CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)CC[C@H](O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)C(O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O,TRUE
6220,FDB006219,1-Pentadecanol,CCCCCCCCCCCCCCCO,TRUE
6225,FDB006224,"(24R)-4alpha,14alpha,24-trimethyl-5alpha-cholesta-8,25(27)-dien-3beta-ol",[H][C@@]12CCC3=C(CC[C@]4(C)C(CC[C@@]34C)[C@H](C)CC[C@H](C)C(C)=C)[C@@]1(C)CC[C@H](O)[C@H]2C,TRUE
6276,FDB006275,Nerolidiol,C=C[C@@](C)(O)CC\C=C(\C)CCC=C(C)C,TRUE
6279,FDB006278,Planteose,OC[C@H]1O[C@H](OC[C@H]2O[C@@](CO)(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,TRUE
6294,FDB006293,Dihomolinolenic acid,CC\C=C/C\C=C/C\C=C/CCCCCCCCCC(O)=O,TRUE
6320,FDB006319,Luteolin 5-glucoside,[H]C1(CO)O[C@@]([H])(OC2=CC(O)=CC3=C2C(=O)C=C(O3)C2=CC(O)=C(O)C=C2)C([H])(O)[C@@]([H])(O)[C@]1([H])O,TRUE
6322,FDB006321,Nuzhenide,[H]\C(C)=C1/[C@]([H])(O[C@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)OC=C(C(=O)OC)C1([H])CC(=O)OC[C@@]1([H])O[C@@]([H])(OCCC2=CC=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,TRUE
6330,FDB006329,"(+)-Mentha-1,8-diene",CC(=C)[C@@H]1CCC(C)=CC1,TRUE
6351,FDB006350,Majaronin,COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O)C(O)=C(OC)C(OC)=C2O1,TRUE
6416,FDB006415,Oryzenin,[Cl-].CC1=C(CCO)SC=[N+]1CC1=C(N)N=C(C)N=C1,TRUE
6448,FDB006447,D-Glycero-D-galactoheptose,OCC(O)C(O)C(O)C(O)C(O)C=O,TRUE
6454,FDB006453,Galactitol,OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,TRUE
6481,FDB006480,LF,CC(C)CC(N)C(=O)NC(CC1=CC=CC=C1)C(O)=O,TRUE
6526,FDB006525,Glucokinin,[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,TRUE
6539,FDB006538,Quercetin 3-O-beta-D-glucopyranoside 7-O-beta-L-rutinoside,C[C@H]1O[C@H](OC[C@@H]2O[C@H](OC3=CC4=C(C(O)=C3)C(=O)C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C(O4)C3=CC(O)=C(O)C=C3)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,TRUE
6540,FDB006539,Quercetin 3-O-beta-robinoside 7-O-alpha-L-rhamnopyranoside,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=C(C(O)=CC(O[C@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]5O)=C4)C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,TRUE
6541,FDB006540,Quercetin 3-O-methyl-ether,COC1=C(OC2=CC(O)=CC(O)=C2C1=O)C1=CC(O)=C(O)C=C1,TRUE
6558,FDB006557,Chloride,[Cl-],TRUE
6563,FDB006562,Linonelic acid,CCCCC\C=C/C\C=C/CCCCCCCC(O)=O,TRUE
6587,FDB006586,Proazulene,[H][C@@]1(C)C(=O)O[C@]2([H])[C@]3([H])C(C=C[C@@]3(C)O)=C(C)C[C@]([H])(OC(C)=O)[C@@]12[H],TRUE
6630,FDB006629,Hentriacontanol,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO,TRUE
6656,FDB006655,Quercetin 3-O-alpha-D-galactoside,OC[C@@H]1O[C@@H](OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC(O)=C(O)C=C2)[C@@H](O)[C@H](O)[C@@H]1O,TRUE
6692,FDB006691,Quercetin 3-triglucoside,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](OC[C@H]3O[C@@H](OC4=C(OC5=C(C(O)=CC(O)=C5)C4=O)C4=CC(O)=C(O)C=C4)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,TRUE
6697,FDB006696,Cyanide,[C-]#N,TRUE
6745,FDB006744,"1,2,3-tri-O-Galloyl-beta-4C1-glucose",OC[C@H]1O[C@@H](OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@H](OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@@H](OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@@H]1O,TRUE
6772,FDB006771,Catechin-(4->8)-gallocatechin,O[C@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C(O)=C1)C(C1[C@H](O)[C@H](OC3=C1C(O)=CC(O)=C3)C1=CC=C(O)C(O)=C1)=C(O)C=C2O,TRUE
6785,FDB006784,Flavones,O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1,TRUE
6839,FDB006838,"1,6-di-O-Galloylglucose",[H][C@]1(COC(=O)C2=CC(O)=C(O)C(O)=C2)O[C@@]([H])(OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,TRUE
6896,FDB006895,Quercetin 3-gluco-xyloside,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=C(C(O)=CC(O)=C4)C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,TRUE
6898,FDB006897,Cyanidin 3-xylosyl-rutinoside,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=CC4=C(C=C(O)C=C4O)[O+]=C3C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H]1O,TRUE
6899,FDB006898,18-Hydroxyoctadecanoic acid,OCCCCCCCCCCCCCCCCCC(O)=O,TRUE
6912,FDB006911,4'-Methylgenkwanin,COC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(OC)C=C2O1,TRUE
6933,FDB006932,Genkwanin,COC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC=C(O)C=C1,TRUE
6952,FDB006951,Trimethylalkane,C.C.C.[Al],TRUE
7038,FDB007037,1-Heptadecanol,CCCCCCCCCCCCCCCCCO,TRUE
7039,FDB007038,Hexen-2-al,CCCC=CC=O,TRUE
7044,FDB007043,1-Nonadecanol,CCCCCCCCCCCCCCCCCCCO,TRUE
7046,FDB007045,Quercetin 3-O-2(g)-rhamnosyl-rutinoside,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=C(C(O)=CC(O)=C4)C3=O)C3=CC(O)=C(O)C=C3)[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,TRUE
7047,FDB007046,Quercetin 3-O-neohesperidoside,C[C@@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H]1O,TRUE
7050,FDB007049,Cyanidin 3-rutinoside,[H][C@@]1(C)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC3=CC4=C(C=C(O)C=C4O)[O+]=C3C3=CC(O)=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O,TRUE
7076,FDB007075,22-Hydroxydocosanoic acid,OCCCCCCCCCCCCCCCCCCCCCC(O)=O,TRUE
7077,FDB007076,24-Hydroxytetracosanoic acid,OCCCCCCCCCCCCCCCCCCCCCCCC(O)=O,TRUE
7078,FDB007077,26-Hydroxyhexacosanoic acid,OCCCCCCCCCCCCCCCCCCCCCCCCCC(O)=O,TRUE
7079,FDB007078,28-Hydroxyoctacosanoic acid,OCCCCCCCCCCCCCCCCCCCCCCCCCCCC(O)=O,TRUE
7081,FDB007080,"4alpha,14alpha-Dimethylcholesta-8,24-dien-3beta-ol",C[C@H](CCC=C(C)C)C1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@H](C)C1CC3,TRUE
7088,FDB007087,9-Hydroxynonanoic acid,OCCCCCCCCC(O)=O,TRUE
