id,public_id,name,SMILES,SMILES,InDomain
12244,FDB012241,1-Propylamine,CCCN,CCCN,FALSE
12245,FDB012242,Glyceric acid,OCC(O)C(O)=O,OCC(O)C(O)=O,FALSE
12246,FDB012243,"(E,E)-1-Chloro-3,11-tridecadiene-5,7,9-triyn-2-ol",C\C=C/C#CC#CC#C\C=C\C(O)CCl,C\C=C/C#CC#CC#C\C=C\C(O)CCl,FALSE
12247,FDB012244,Methylnissolin,COC1=C(OC)C2=C(C=C1)C1COC3=C(C=CC(O)=C3)C1O2,COC1=C(OC)C2=C(C=C1)C1COC3=C(C=CC(O)=C3)C1O2,FALSE
12248,FDB012245,Trifolian,COC1=C(O)C2=C(OCC3C2OC2=CC4=C(OCO4)C=C32)C=C1O,COC1=C(O)C2=C(OCC3C2OC2=CC4=C(OCO4)C=C32)C=C1O,FALSE
12249,FDB012246,"4',7-Dihydroxy-2'-methoxy-3'-prenylisoflavan",COC1=C(C=CC(O)=C1CC=C(C)C)C1COC2=C(C1)C=CC(O)=C2,COC1=C(C=CC(O)=C1CC=C(C)C)C1COC2=C(C1)C=CC(O)=C2,FALSE
12250,FDB012247,"2-(2,4-Dihydroxyphenyl)-5,6-dimethoxybenzofuran",COC1=C(OC)C=C2C=C(OC2=C1)C1=C(O)C=C(O)C=C1,COC1=C(OC)C=C2C=C(OC2=C1)C1=C(O)C=C(O)C=C1,FALSE
12251,FDB012248,"3,4-Dihydroxy-9-methoxypterocarpan",COC1=CC2=C(C=C1)C1COC3=C(C=CC(O)=C3O)C1O2,COC1=CC2=C(C=C1)C1COC3=C(C=CC(O)=C3O)C1O2,FALSE
12252,FDB012249,Lathycarpin,COC1=C(OC)C=C2C3OC4=CC5=C(OCO5)C=C4C3(O)COC2=C1,COC1=C(OC)C=C2C3OC4=CC5=C(OCO5)C=C4C3(O)COC2=C1,FALSE
12253,FDB012250,3-Methyl-2-oxobutanoic acid,CC(C)C(=O)C(O)=O,CC(C)C(=O)C(O)=O,FALSE
12254,FDB012251,2'-Hydroxygenistein,OC1=CC(O)=C(C=C1)C1=COC2=CC(O)=CC(O)=C2C1=O,OC1=CC(O)=C(C=C1)C1=COC2=CC(O)=CC(O)=C2C1=O,FALSE
12255,FDB012252,8-Hydroxygenistein,OC1=CC=C(C=C1)C1=COC2=C(O)C(O)=CC(O)=C2C1=O,OC1=CC=C(C=C1)C1=COC2=C(O)C(O)=CC(O)=C2C1=O,FALSE
12256,FDB012253,"1,6-Dihydroxy-3-methoxy-2-prenylxanthone",COC1=CC2=C(C(O)=C1CC=C(C)C)C(=O)C1=C(O2)C=C(O)C=C1,COC1=CC2=C(C(O)=C1CC=C(C)C)C(=O)C1=C(O2)C=C(O)C=C1,FALSE
12257,FDB012254,"6-Hydroxy-9,9-dimethyl-5-(3-methyl-1-oxobutyl)-1-propyl-3H,9H-[1,2]-dioxolo[3',4':4,5]furo[2,3-f][1]benzopyran-3-one",CCCC1=CC(=O)OC2=C(C(=O)CC(C)C)C(O)=C3C4OOC(C)(C)C4OC3=C12,CCCC1=CC(=O)OC2=C(C(=O)CC(C)C)C(O)=C3C4OOC(C)(C)C4OC3=C12,FALSE
12258,FDB012255,Kuwanol D,CC(C)=CCC\C(C)=C\CC1=CC(\C=C\C(=O)C2=C(O)C=C(O)C=C2)=C(O)C=C1O,CC(C)=CCC\C(C)=C\CC1=CC(\C=C\C(=O)C2=C(O)C=C(O)C=C2)=C(O)C=C1O,FALSE
12259,FDB012256,Rolliacocin,CCCCCCCCCCCCC(O)C1CCC(O1)C(O)CCCC(O)CCCCCCC(O)CC1=CC(C)OC1=O,CCCCCCCCCCCCC(O)C1CCC(O1)C(O)CCCC(O)CCCCCCC(O)CC1=CC(C)OC1=O,FALSE
12260,FDB012257,Parvisoflavone A,CC1(C)OC2=C(C=C1)C1=C(C(O)=C2)C(=O)C(=CO1)C1=C(O)C=C(O)C=C1,CC1(C)OC2=C(C=C1)C1=C(C(O)=C2)C(=O)C(=CO1)C1=C(O)C=C(O)C=C1,FALSE
12261,FDB012258,Cajaisoflavone,COC1=C(C(O)=C(CC=C(C)C)C(O)=C1)C1=COC2=C(C(O)=C3C=CC(C)(C)OC3=C2)C1=O,COC1=C(C(O)=C(CC=C(C)C)C(O)=C1)C1=COC2=C(C(O)=C3C=CC(C)(C)OC3=C2)C1=O,FALSE
12262,FDB012259,Artobiloxanthone,CC(=C)C1CC2=C(OC3=C(C(O)=CC4=C3C=CC(C)(C)O4)C2=O)C2=C1C(O)=C(O)C=C2O,CC(=C)C1CC2=C(OC3=C(C(O)=CC4=C3C=CC(C)(C)O4)C2=O)C2=C1C(O)=C(O)C=C2O,FALSE
12263,FDB012260,6-Hydroxy-5-[(4-sulfophenyl)azo]-2-naphthalenesulfonic acid,OC1=CC=C2C=C(C=CC2=C1\N=N\C1=CC=C(C=C1)S(O)(=O)=O)S(O)(=O)=O,OC1=CC=C2C=C(C=CC2=C1\N=N\C1=CC=C(C=C1)S(O)(=O)=O)S(O)(=O)=O,FALSE
12264,FDB012261,Isosalicin,OCC1OC(OCC2=CC=CC=C2O)C(O)C(O)C1O,OCC1OC(OCC2=CC=CC=C2O)C(O)C(O)C1O,FALSE
12265,FDB012262,Isosativan,COC1=CC(O)=C(C=C1)C1COC2=C(C1)C=CC(OC)=C2,COC1=CC(O)=C(C=C1)C1COC2=C(C1)C=CC(OC)=C2,FALSE
12266,FDB012263,Cristacarpin,COC1=C(CC=C(C)C)C2=C(C=C1)C1(O)COC3=C(C=CC(O)=C3)C1O2,COC1=C(CC=C(C)C)C2=C(C=C1)C1(O)COC3=C(C=CC(O)=C3)C1O2,FALSE
12267,FDB012264,Glyceollidin I,CC(C)=CCC1=C(O)C=CC2=C1OCC1(O)C2OC2=C1C=CC(O)=C2,CC(C)=CCC1=C(O)C=CC2=C1OCC1(O)C2OC2=C1C=CC(O)=C2,FALSE
12268,FDB012265,Sojagol,CC1(C)CCC2=C(O1)C=CC1=C2OC2=C1C(=O)OC1=C2C=CC(O)=C1,CC1(C)CCC2=C(O1)C=CC1=C2OC2=C1C(=O)OC1=C2C=CC(O)=C1,FALSE
12269,FDB012266,Adenine,NC1=C2N=CN=C2N=CN1.NC1=NC=NC2=C1NC=N2.NC1=NC=NC2=C1N=CN2.NC1=C2N=CN=C2NC=N1,NC1=C2N=CN=C2N=CN1.NC1=NC=NC2=C1NC=N2.NC1=NC=NC2=C1N=CN2.NC1=C2N=CN=C2NC=N1,FALSE
12270,FDB012267,"2-(3,7-Dimethyl-2,6-octadienyl)-4-hydroxy-6-methoxyacetophenone",COC1=C(C(C)=O)C(C\C=C(/C)CCC=C(C)C)=CC(O)=C1,COC1=C(C(C)=O)C(C\C=C(/C)CCC=C(C)C)=CC(O)=C1,FALSE
12271,FDB012268,Isopropylbenzene,CC(C)C1=CC=CC=C1,CC(C)C1=CC=CC=C1,FALSE
12272,FDB012269,Dulxanthone E,COC1=C(OC)C2=C(C=C1)C(=O)C1=C(O2)C(OC)=C2OC(C)(C)C=CC2=C1OC,COC1=C(OC)C2=C(C=C1)C(=O)C1=C(O2)C(OC)=C2OC(C)(C)C=CC2=C1OC,FALSE
12273,FDB012270,3-(2-Heptenyloxy)-2-hydroxypropyl undecanoate,CCCCCCCCCCC(=O)OCC(O)COC\C=C\CCCC,CCCCCCCCCCC(=O)OCC(O)COC\C=C\CCCC,FALSE
12274,FDB012271,Cyclosquamosin C,[H][C@@](C)(O)[C@]1([H])N=C(O)[C@@]([H])(N=C(O)[C@]2([H])CCCN2C(=O)[C@]2([H])CCCN2C(=O)[C@]([H])(CCC(O)=N)N=C(O)[C@]([H])(CCSOC)N=C(O)[C@]([H])(CC(C)C)N=C(O)CN(C)C1=O)[C@]([H])(C)CC,[H][C@@](C)(O)[C@]1([H])N=C(O)[C@@]([H])(N=C(O)[C@]2([H])CCCN2C(=O)[C@]2([H])CCCN2C(=O)[C@]([H])(CCC(O)=N)N=C(O)[C@]([H])(CCSOC)N=C(O)[C@]([H])(CC(C)C)N=C(O)CN(C)C1=O)[C@]([H])(C)CC,FALSE
12275,FDB012272,"6-(2-Carboxyethyl)-7-hydroxy-2,2-dimethyl-4-chromanone glucoside",CC1(C)CC(=O)C2=C(O1)C=C(OC1OC(CO)C(O)C(O)C1O)C(CCC(O)=O)=C2,CC1(C)CC(=O)C2=C(O1)C=C(OC1OC(CO)C(O)C(O)C1O)C(CCC(O)=O)=C2,FALSE
12276,FDB012273,Sabadelin,CCCCCCCCCCCCCCC1OC1CC\C=C/CCCCCCCCCCC1=CC(C)OC1=O,CCCCCCCCCCCCCCC1OC1CC\C=C/CCCCCCCCCCC1=CC(C)OC1=O,FALSE
12277,FDB012274,Bikojic acid,OCC1=CC(=O)C(O)=C(O1)C1=C(O)C(=O)C=C(CO)O1,OCC1=CC(=O)C(O)=C(O1)C1=C(O)C(=O)C=C(CO)O1,FALSE
12278,FDB012275,Sagecoumarin,OC(=O)C(CC1=CC(O)=C(O)C=C1)OC(=O)\C=C\C1=CC(O)=C(OC2=CC3=C(OC2=O)C=C(O)C(O)=C3)C=C1,OC(=O)C(CC1=CC(O)=C(O)C=C1)OC(=O)\C=C\C1=CC(O)=C(OC2=CC3=C(OC2=O)C=C(O)C(O)=C3)C=C1,FALSE
12279,FDB012276,Pitheduloside I,CC1(C)CC2C3=CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC(O)C2(CC1O)C(O)=O,CC1(C)CC2C3=CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC(O)C2(CC1O)C(O)=O,FALSE
12280,FDB012277,Pitheduloside H,CC1(C)CC2C3=CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC(O)C2(CC1O)C(O)=O,CC1(C)CC2C3=CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC(O)C2(CC1O)C(O)=O,FALSE
12281,FDB012278,Pitheduloside J,CC1(C)CC2C3=CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC(O)C2(CC1O)C(O)=O,CC1(C)CC2C3=CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC(O)C2(CC1O)C(O)=O,FALSE
12282,FDB012279,Palmidin B,CC1=CC2=C(C(O)=C1)C(=O)C1=C(C=CC=C1O)C2C1C2=C(C(O)=CC=C2)C(=O)C2=C1C=C(CO)C=C2O,CC1=CC2=C(C(O)=C1)C(=O)C1=C(C=CC=C1O)C2C1C2=C(C(O)=CC=C2)C(=O)C2=C1C=C(CO)C=C2O,FALSE
12283,FDB012280,Palmidin A,CC1=CC2=C(C(O)=C1)C(=O)C1=C(C=C(O)C=C1O)C2C1C2=C(C(O)=CC=C2)C(=O)C2=C1C=C(CO)C=C2O,CC1=CC2=C(C(O)=C1)C(=O)C1=C(C=C(O)C=C1O)C2C1C2=C(C(O)=CC=C2)C(=O)C2=C1C=C(CO)C=C2O,FALSE
12284,FDB012281,Dolineone,O=C1C2C(COC3=CC4=C(OCO4)C=C23)OC2=C1C=C1C=COC1=C2,O=C1C2C(COC3=CC4=C(OCO4)C=C23)OC2=C1C=C1C=COC1=C2,FALSE
12285,FDB012282,"2,4,6-Triethyl-1,3,5-trioxane",CCC1OC(CC)OC(CC)O1,CCC1OC(CC)OC(CC)O1,FALSE
12286,FDB012283,Glyceollin III,CC(=C)C1CC2=CC3=C(OCC4(O)C3OC3=C4C=CC(O)=C3)C=C2O1,CC(=C)C1CC2=CC3=C(OCC4(O)C3OC3=C4C=CC(O)=C3)C=C2O1,FALSE
12287,FDB012284,Lucernol,OC1=CC2=C(C=C1)C1=C(O2)C2=C(OC1=O)C=C(O)C(O)=C2,OC1=CC2=C(C=C1)C1=C(O2)C2=C(OC1=O)C=C(O)C(O)=C2,FALSE
12288,FDB012285,Tricetanidin,OC1=CC(O)=C2C=CC(=[O+]C2=C1)C1=CC(O)=C(O)C(O)=C1,OC1=CC(O)=C2C=CC(=[O+]C2=C1)C1=CC(O)=C(O)C(O)=C1,FALSE
12289,FDB012286,Capsianside A,CC1OC(OCC2OC(OC3C(O)C(C)OC(OC\C(C)=C\CC\C(C)=C/CC\C(C)=C\CCC(C)(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C=C)C3O)C(O)C(O)C2O)C(OC(=O)C(\C)=C/C(O)C\C(C)=C/CC\C(C)=C/CCC(C)(OC2OC(CO)C(O)C(O)C2O)C=C)C(O)C1O,CC1OC(OCC2OC(OC3C(O)C(C)OC(OC\C(C)=C\CC\C(C)=C/CC\C(C)=C\CCC(C)(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C=C)C3O)C(O)C(O)C2O)C(OC(=O)C(\C)=C/C(O)C\C(C)=C/CC\C(C)=C/CCC(C)(OC2OC(CO)C(O)C(O)C2O)C=C)C(O)C1O,FALSE
12290,FDB012287,Glucocleomin,CCC(C)(O)C\C(SC1OC(CO)C(O)C(O)C1O)=N/OS(O)(=O)=O,CCC(C)(O)C\C(SC1OC(CO)C(O)C(O)C1O)=N/OS(O)(=O)=O,FALSE
12291,FDB012288,"1,2,3,4-Tetramethoxy-5-(2-propenyl)benzene",COC1=C(OC)C(OC)=C(OC)C(CC=C)=C1,COC1=C(OC)C(OC)=C(OC)C(CC=C)=C1,FALSE
12292,FDB012289,Methylxanthoxylin,COC1=CC(OC)=C(C(C)=O)C(O)=C1C,COC1=CC(OC)=C(C(C)=O)C(O)=C1C,FALSE
12293,FDB012290,Isoxanthohumol,COC1=C2C(=O)CC(OC2=C(CC=C(C)C)C(O)=C1)C1=CC=C(O)C=C1,COC1=C2C(=O)CC(OC2=C(CC=C(C)C)C(O)=C1)C1=CC=C(O)C=C1,TRUE
12294,FDB012291,"(S)-4',5,7-Trihydroxy-8-prenylflavanone",CC(C)=CCC1=C2OC(CC(=O)C2=C(O)C=C1O)C1=CC=C(O)C=C1,CC(C)=CCC1=C2OC(CC(=O)C2=C(O)C=C1O)C1=CC=C(O)C=C1,TRUE
12295,FDB012292,Curcumin,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O,TRUE
12296,FDB012293,Pachyrrhizin,COC1=CC2=C(OCO2)C=C1C1=CC2=C(OC1=O)C=C1OC=CC1=C2,COC1=CC2=C(OCO2)C=C1C1=CC2=C(OC1=O)C=C1OC=CC1=C2,FALSE
12297,FDB012294,Psoralidin,CC(C)=CCC1=CC2=C(OC(=O)C3=C2OC2=C3C=CC(O)=C2)C=C1O,CC(C)=CCC1=CC2=C(OC(=O)C3=C2OC2=C3C=CC(O)=C2)C=C1O,FALSE
12298,FDB012295,Piceatannol,[H]\C(=C(/[H])C1=CC(O)=CC(O)=C1)C1=CC=C(O)C(O)=C1,[H]\C(=C(/[H])C1=CC(O)=CC(O)=C1)C1=CC=C(O)C(O)=C1,FALSE
12299,FDB012296,Isosafrole,C\C=C/C1=CC2=C(OCO2)C=C1,C\C=C/C1=CC2=C(OCO2)C=C1,FALSE
12301,FDB012298,Safflomin C,OCC1OC(C(O)C(O)C1O)C1(O)C(O)=C(C(CC(O)=O)C2=CC=C(O)C=C2)C(O)=C(C(=O)\C=C\C2=CC=C(O)C=C2)C1=O,OCC1OC(C(O)C(O)C1O)C1(O)C(O)=C(C(CC(O)=O)C2=CC=C(O)C=C2)C(O)=C(C(=O)\C=C\C2=CC=C(O)C=C2)C1=O,FALSE
12302,FDB012299,Polypodoside A,CC(C1CCC2C3=CC(=O)C4CC(CCC4(C)C3CCC12C)OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)C1CCC(C)C(OC2OC(C)C(O)C(O)C2O)O1,CC(C1CCC2C3=CC(=O)C4CC(CCC4(C)C3CCC12C)OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)C1CCC(C)C(OC2OC(C)C(O)C(O)C2O)O1,TRUE
12303,FDB012300,Auraptene,CC(C)=CCC\C(C)=C\COC1=CC2=C(C=CC(=O)O2)C=C1,CC(C)=CCC\C(C)=C\COC1=CC2=C(C=CC(=O)O2)C=C1,FALSE
12304,FDB012301,Mangicrocin,C\C(OC(=O)CC1OC(C(O)C(O)C1O)C1=C(O)C2=C(OC3=C(C=C(O)C(O)=C3)C2=O)C=C1O)=C/C=C\C(\C)=C\C=C\C=C(/C)\C=C\C=C(\C)C(=O)OC1OC(CO)C(O)C(O)C1O,C\C(OC(=O)CC1OC(C(O)C(O)C1O)C1=C(O)C2=C(OC3=C(C=C(O)C(O)=C3)C2=O)C=C1O)=C/C=C\C(\C)=C\C=C\C=C(/C)\C=C\C=C(\C)C(=O)OC1OC(CO)C(O)C(O)C1O,FALSE
12305,FDB012302,"5-(3,4-Methylenedioxyphenyl)pentanoic acid",OC(=O)CCCCC1=CC2=C(OCO2)C=C1,OC(=O)CCCCC1=CC2=C(OCO2)C=C1,FALSE
12306,FDB012303,"2,3-Dihydrowithanolide E",CC1=C(C)C(=O)OC(C1)C(C)(O)C1(O)CCC2(O)C3CC4OC44CCCC(=O)C4(C)C3CCC12C,CC1=C(C)C(=O)OC(C1)C(C)(O)C1(O)CCC2(O)C3CC4OC44CCCC(=O)C4(C)C3CCC12C,FALSE
12307,FDB012304,Quinacridone,O=C1C2=CC=CC=C2NC2=CC3=C(NC4=CC=CC=C4C3=O)C=C12,O=C1C2=CC=CC=C2NC2=CC3=C(NC4=CC=CC=C4C3=O)C=C12,FALSE
12308,FDB012305,Demethylmedicarpin,OC1=CC2=C(C=C1)C1COC3=C(C=CC(O)=C3)C1O2,OC1=CC2=C(C=C1)C1COC3=C(C=CC(O)=C3)C1O2,FALSE
12309,FDB012306,L-Arabinose,OC[C@H](O)[C@H](O)[C@@H](O)C=O,OC[C@H](O)[C@H](O)[C@@H](O)C=O,TRUE
12310,FDB012307,Imidazole,N1C=CN=C1,N1C=CN=C1,TRUE
12311,FDB012308,4beta-Hydroxywithanolide E,CC1=C(C)C(=O)OC(C1)C(C)(O)C1(O)CCC2(O)C3CC4OC44C(O)C=CC(=O)C4(C)C3CCC12C,CC1=C(C)C(=O)OC(C1)C(C)(O)C1(O)CCC2(O)C3CC4OC44C(O)C=CC(=O)C4(C)C3CCC12C,FALSE
12312,FDB012309,6-O-Acetylarbutin,CC(=O)OCC1OC(OC2=CC=C(O)C=C2)C(O)C(O)C1O,CC(=O)OCC1OC(OC2=CC=C(O)C=C2)C(O)C(O)C1O,FALSE
12313,FDB012310,Withaperuvin H,CC1=C(C)C(=O)OC(C1)C(C)(O)C1(O)CCC2(O)C3CC4SCC(O)OC5C=CC(=O)C(C)(C3CCC12C)C45O,CC1=C(C)C(=O)OC(C1)C(C)(O)C1(O)CCC2(O)C3CC4SCC(O)OC5C=CC(=O)C(C)(C3CCC12C)C45O,FALSE
12314,FDB012311,Protodioscin,CC(CCC1(O)OC2CC3C4CC=C5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(OC2OC(C)C(O)C(O)C2O)C(O)C1OC1OC(C)C(O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O,CC(CCC1(O)OC2CC3C4CC=C5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(OC2OC(C)C(O)C(O)C2O)C(O)C1OC1OC(C)C(O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O,TRUE
12315,FDB012312,Asparasaponin II,CC(CCC1(O)OC2CC3C4CC=C5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(OC2OC(C)C(O)C(O)C2O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O,CC(CCC1(O)OC2CC3C4CC=C5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(OC2OC(C)C(O)C(O)C2O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O,TRUE
12316,FDB012313,"2-Angeloyl-9-(3-methyl-2E-pentenoyl)-2b,9a-dihydroxy-4Z,10(14)-oplopadien-3-one",CC\C(C)=C\C(=O)OC1CC(C(C)C)C2C(C(OC(=O)C(\C)=C/C)C(=O)\C2=C/C)C1=C,CC\C(C)=C\C(=O)OC1CC(C(C)C)C2C(C(OC(=O)C(\C)=C/C)C(=O)\C2=C/C)C1=C,FALSE
12317,FDB012314,"2,9-Bis(3-methyl-2E-pentenoyl)-2b,9a-dihydroxy-4Z,10(14)-oplopadien-3-one",CC\C(C)=C/C(=O)OC1C2C(C(CC(OC(=O)\C=C(/C)CC)C2=C)C(C)C)\C(=C\C)C1=O,CC\C(C)=C/C(=O)OC1C2C(C(CC(OC(=O)\C=C(/C)CC)C2=C)C(C)C)\C(=C\C)C1=O,FALSE
12318,FDB012315,29-Methylisofucosterol,CC\C=C(\CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,CC\C=C(\CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,FALSE
12319,FDB012316,Maclurin 3-C-(2''-galloyl-6''-p-hydroxybenzoyl-glucoside),OC1C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(OC1COC(=O)C1=CC=C(O)C=C1)C1=C(O)C=C(O)C(C(=O)C2=CC(O)=C(O)C=C2)=C1O,OC1C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(OC1COC(=O)C1=CC=C(O)C=C1)C1=C(O)C=C(O)C(C(=O)C2=CC(O)=C(O)C=C2)=C1O,FALSE
12320,FDB012317,Maclurin 3-C-(2''-p-hydroxybenzoyl-6''-galloyl-glucoside),OC1C(O)C(OC(=O)C2=CC=C(O)C=C2)C(OC1COC(=O)C1=CC(O)=C(O)C(O)=C1)C1=C(O)C=C(O)C(C(=O)C2=CC(O)=C(O)C=C2)=C1O,OC1C(O)C(OC(=O)C2=CC=C(O)C=C2)C(OC1COC(=O)C1=CC(O)=C(O)C(O)=C1)C1=C(O)C=C(O)C(C(=O)C2=CC(O)=C(O)C=C2)=C1O,FALSE
12321,FDB012318,cis-Sinapic acid,COC1=CC(\C=C/C(O)=O)=CC(OC)=C1O,COC1=CC(\C=C/C(O)=O)=CC(OC)=C1O,TRUE
12322,FDB012319,Sinigrin,OC[C@H]1O[C@@H](S\C(=N\OS(O)(=O)=O)CC=C)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](S\C(=N\OS(O)(=O)=O)CC=C)[C@H](O)[C@@H](O)[C@@H]1O,TRUE
12323,FDB012320,Stachyose,OCC1OC(CO)(OC2OC(COC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,OCC1OC(CO)(OC2OC(COC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,TRUE
12324,FDB012321,Orotidylic acid,OC1C(COP(O)(O)=O)OC(C1O)N1C(=O)N=C(O)C=C1C(O)=O,OC1C(COP(O)(O)=O)OC(C1O)N1C(=O)N=C(O)C=C1C(O)=O,FALSE
12325,FDB012322,Progoitrin,OCC1OC(S\C(CC(O)C=C)=N\OS(O)(=O)=O)C(O)C(O)C1O,OCC1OC(S\C(CC(O)C=C)=N\OS(O)(=O)=O)C(O)C(O)C1O,TRUE
12326,FDB012323,2'-Deoxyinosine,OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC2=O,OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC2=O,FALSE
12327,FDB012324,D-erythro-L-gluco-Nonulose,OCC(O)C(O)C1OC(O)(CO)C(O)C(O)C1O,OCC(O)C(O)C1OC(O)(CO)C(O)C(O)C1O,TRUE
12328,FDB012325,Gentianose,OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,TRUE
12329,FDB012326,Guanosine diphosphate mannose,OCC1OC(OP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2O)N2C=NC3=C2NC(=N)N=C3O)C(O)C(O)C1O,OCC1OC(OP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2O)N2C=NC3=C2NC(=N)N=C3O)C(O)C(O)C1O,FALSE
12330,FDB012327,Orotic acid,OC(=O)C1=CC(=O)NC(=O)N1.OC(=O)C1=NC(O)=NC(O)=C1,OC(=O)C1=CC(=O)NC(=O)N1.OC(=O)C1=NC(O)=NC(O)=C1,FALSE
12331,FDB012328,"2,4-Diamino-5,6-dihydroxypyrimidine",NC1=NC(=O)C(O)=C(N)N1.NC1=NC(O)=C(O)C(N)=N1,NC1=NC(=O)C(O)=C(N)N1.NC1=NC(O)=C(O)C(N)=N1,FALSE
12332,FDB012329,Vicine,NC1=NC(O)=C(OC2OC(CO)C(O)C(O)C2O)C(N)=N1,NC1=NC(O)=C(OC2OC(CO)C(O)C(O)C2O)C(N)=N1,FALSE
12333,FDB012330,D-Glycero-D-manno-heptitol,OCC(O)C(O)C(O)C(O)C(O)CO,OCC(O)C(O)C(O)C(O)C(O)CO,TRUE
12334,FDB012331,2-Hydroxyphenylacetic acid,OC(=O)CC1=CC=CC=C1O,OC(=O)CC1=CC=CC=C1O,FALSE
12335,FDB012332,5-Oxooctadecanoic acid,CCCCCCCCCCCCCC(=O)CCCC(O)=O,CCCCCCCCCCCCCC(=O)CCCC(O)=O,FALSE
12336,FDB012333,Austalide C,COC1=C2C(=O)OCC2=C(C)C2=C1CC1C(C)(CC(OC(C)=O)C34OC(CC(OC(C)=O)C13C)(OC)OC4(C)C)O2,COC1=C2C(=O)OCC2=C(C)C2=C1CC1C(C)(CC(OC(C)=O)C34OC(CC(OC(C)=O)C13C)(OC)OC4(C)C)O2,FALSE
12337,FDB012334,Austalide E,COC1=C2C(=O)OCC2=C(C)C2=C1CC1C(C)(CC(OC(C)=O)C34OC(CC(O)C13C)(OC)OC4(C)C)O2,COC1=C2C(=O)OCC2=C(C)C2=C1CC1C(C)(CC(OC(C)=O)C34OC(CC(O)C13C)(OC)OC4(C)C)O2,FALSE
12338,FDB012335,Taurocholic acid,CC(CCC(=O)NCCS(O)(=O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,CC(CCC(=O)NCCS(O)(=O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,TRUE
12339,FDB012336,Withaperuvin C,CC1=C(C)C(=O)OC(C1)C(C)(O)C1(O)CCC2(O)C3CC(O)C4=CC=CC(=O)C4(C)C3CCC12C,CC1=C(C)C(=O)OC(C1)C(C)(O)C1(O)CCC2(O)C3CC(O)C4=CC=CC(=O)C4(C)C3CCC12C,FALSE
12340,FDB012337,22-Dehydroclerosterol,CCC(\C=C\C(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)=C,CCC(\C=C\C(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)=C,FALSE
12341,FDB012338,Homodolichosterone,C\C=C(/C(C)C)C(O)C(O)C(C)C1CCC2C3CC(=O)C4CC(O)C(O)CC4(C)C3CCC12C,C\C=C(/C(C)C)C(O)C(O)C(C)C1CCC2C3CC(=O)C4CC(O)C(O)CC4(C)C3CCC12C,FALSE
12342,FDB012339,"3-Methyl-1,2-cyclohexanedione",CC1CCCC(=O)C1=O,CC1CCCC(=O)C1=O,FALSE
